index,ticker,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
2013-Q1,AAM,111,-0.074,-0.182,-97,14,-12,2,-0.658,-0.545,0,2,1,1,-0.827,-0.369,,,,,,4.0
2012-Q4,AAM,136,-0.101,0.395,-117,19,-15,3,-0.603,6.092,0,2,2,2,-0.841,0.327,,,,,,5.0
2012-Q3,AAM,97,-0.43,-0.267,-89,8,-8,0,-0.976,-0.272,0,2,1,1,-0.915,-0.618,,,,,,3.0
2012-Q2,AAM,133,-0.308,0.107,-119,14,-13,1,-0.966,-0.854,0,4,4,4,-0.803,-0.46,,,,,,3.0
2012-Q1,AAM,120,-0.048,-0.206,-108,12,-8,5,-0.529,-0.472,0,9,7,7,-0.528,-0.42,,,,,,7.0
2011-Q4,AAM,151,0.04,-0.115,-134,17,-8,9,-0.052,-0.568,0,10,12,12,0.273,-0.287,,,,,,11.0
2011-Q3,AAM,171,0.386,-0.111,-134,37,-17,20,1.934,0.016,0,23,17,17,1.081,-0.117,,,,,,22.0
2011-Q2,AAM,192,0.487,0.525,-161,31,-11,19,0.672,1.033,0,26,19,19,0.217,0.293,,,,,,22.0
2011-Q1,AAM,126,0.22,-0.133,-98,28,-19,10,0.063,0.061,0,20,15,15,0.263,0.564,,,,,,12.0
2010-Q4,AAM,145,0.522,0.179,-121,24,-15,9,0.316,0.338,0,11,10,10,-0.255,0.165,,,,,,16.0
2010-Q3,AAM,123,-0.209,-0.046,-99,24,-17,7,-0.516,-0.421,0,9,8,8,-0.438,-0.484,,,,,,12.0
2010-Q2,AAM,129,0.074,0.252,-102,27,-15,12,0.175,0.292,0,19,16,16,-0.118,0.342,,,,,,15.0
2010-Q1,AAM,103,0.117,0.082,-84,19,-10,9,0.64,0.314,0,14,12,12,0.462,-0.078,,,,,,14.0
2009-Q4,AAM,95,-0.106,-0.387,-69,26,-19,7,-0.204,-0.508,0,16,13,13,,-0.12,,,,,,
2009-Q3,AAM,156,0.606,0.295,-124,31,-17,14,1.405,0.406,0,16,15,15,14.091,-0.19,,,,,,
2009-Q2,AAM,120,,0.301,-99,21,-11,10,,0.805,0,22,18,18,,1.223,,,,,,10.0
2009-Q1,AAM,92,,-0.133,-76,17,-11,5,,-0.362,0,9,8,8,,,,,,,,5.0
2008-Q4,AAM,107,,0.1,-87,19,-11,9,,0.486,0,-15,-15,-15,,,,,,,,
2008-Q3,AAM,97,,,-77,20,-14,6,,,0,1,1,1,,,,,,,,
2006-Q3,AAM,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
