index,ticker,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
2019-Q1,SHB,1353,0.261,-0.383,,,-799,1543,0.292,-0.448,,744,594,594,0.477,0.203,46,125,19,0,744,
2018-Q4,SHB,2193,0.024,0.867,,,-1171,2796,0.098,1.192,,621,494,494,0.034,0.773,16,475,111,-1004,1625,
2018-Q3,SHB,1174,0.638,0.08,,,-697,1276,-0.283,-0.074,,348,279,279,-0.346,-0.324,36,61,4,-231,579,
2018-Q2,SHB,1088,0.262,0.014,,,-676,1377,0.332,0.153,,518,412,412,0.057,0.025,222,47,20,-183,701,
2018-Q1,SHB,1073,0.161,-0.499,,,-626,1195,0.135,-0.531,,503,402,402,0.642,-0.158,56,58,7,-66,569,
2017-Q4,SHB,2142,0.164,1.987,,,-817,2547,0.211,0.431,,608,478,478,0.534,0.122,72,330,3,-1123,1731,
2017-Q3,SHB,717,0.0,-0.168,,,-630,1780,0.572,0.722,,529,426,426,1.093,0.091,55,844,163,-620,1149,
2017-Q2,SHB,862,0.077,-0.068,,,-553,1034,0.164,-0.018,,495,390,390,1.33,0.593,-83,103,151,14,481,
2017-Q1,SHB,925,0.041,-0.498,,,-554,1052,0.074,-0.5,,307,245,245,0.003,-0.214,28,78,22,-192,499,
2016-Q4,SHB,1840,0.571,1.566,,,-886,2103,0.524,0.858,,376,312,312,0.301,0.532,39,192,31,-841,1217,
2016-Q3,SHB,717,-0.116,-0.103,,,-624,1132,0.137,0.274,,264,203,203,0.055,0.215,31,58,326,-245,508,
2016-Q2,SHB,800,0.209,-0.1,,,-541,888,0.164,-0.093,,204,167,168,-0.185,-0.314,-2,89,2,-143,347,
2016-Q1,SHB,888,0.441,-0.241,,,-507,980,0.449,-0.289,,305,244,244,0.475,0.02,24,27,40,-168,473,
2015-Q4,SHB,1171,0.204,0.443,,,-624,1379,0.271,0.386,,299,240,240,0.06,0.242,35,152,21,-457,756,
2015-Q3,SHB,811,0.104,0.227,,,-609,995,0.248,0.304,,247,193,193,0.013,-0.062,26,38,119,-139,386,
2015-Q2,SHB,662,-0.089,0.073,,,-348,763,-0.202,0.128,,271,206,206,0.107,0.241,31,38,33,-144,415,
2015-Q1,SHB,617,0.764,-0.366,,,-460,677,0.529,-0.377,,209,166,166,-0.235,-0.267,37,23,0,-8,217,
2014-Q4,SHB,973,0.45,0.324,,,-522,1085,0.733,0.361,,282,226,226,0.041,0.187,15,97,1,-282,563,
2014-Q3,SHB,735,0.336,0.012,,,-431,797,0.233,-0.167,,236,190,190,-0.194,0.026,-1,29,34,-131,366,
2014-Q2,SHB,726,0.308,1.078,,,-295,957,0.503,1.162,,228,186,186,0.339,-0.143,26,177,27,-434,662,
2014-Q1,SHB,350,-0.183,-0.479,,,-382,443,-0.168,-0.293,,277,217,217,0.328,-0.002,58,27,8,216,61,
2013-Q4,SHB,671,1.083,0.219,,,-407,626,-0.437,-0.031,,287,217,217,-0.785,-0.081,-67,12,11,69,219,
2013-Q3,SHB,550,0.429,-0.009,,,-379,646,0.51,0.016,,314,236,236,,0.703,47,40,9,47,267,
2013-Q2,SHB,555,0.336,0.299,,,-351,636,0.168,0.196,,183,139,139,-0.376,-0.15,27,54,-1,-103,285,
2013-Q1,SHB,428,-0.248,0.328,,,-456,532,-0.195,-0.522,,218,163,163,-0.274,-0.839,55,34,15,141,76,
2012-Q4,SHB,322,-0.378,-0.163,,,-653,1113,0.607,1.601,,1010,1010,1010,3.567,,128,33,630,551,460,
2012-Q3,SHB,385,-0.336,-0.074,,,-1043,428,-0.315,-0.215,,-1707,-1707,-1707,,,1,25,17,-1092,-615,
2012-Q2,SHB,416,0.021,-0.269,,,-294,545,0.155,-0.176,,300,222,222,0.409,-0.011,17,24,89,49,251,
2012-Q1,SHB,568,0.444,0.098,,,-292,661,0.505,-0.046,,301,225,225,0.479,0.016,21,72,0,-69,369,
2011-Q4,SHB,518,0.248,-0.107,,,-339,693,0.443,0.109,,294,221,221,0.648,-0.006,-23,128,70,-59,354,
2011-Q3,SHB,580,1.387,0.424,,,-304,625,0.885,0.325,,296,223,223,0.864,0.411,16,28,1,-25,321,
2011-Q2,SHB,407,0.66,0.034,,,-255,472,0.162,0.074,,208,158,158,-0.173,0.038,40,24,1,-8,216,
2011-Q1,SHB,394,0.854,-0.051,,,-227,439,0.523,-0.085,,202,152,152,0.257,0.132,4,38,4,-10,212,
2010-Q4,SHB,415,4.26,0.709,,,-244,480,5.087,0.448,,179,134,134,1.156,0.124,37,25,3,-58,236,
2010-Q3,SHB,243,0.693,-0.01,,,-170,331,0.916,-0.184,,159,119,119,0.912,-0.374,45,11,32,-2,162,
2010-Q2,SHB,245,0.548,0.155,,,-141,406,0.61,0.408,,229,191,191,0.475,0.577,85,23,53,-37,265,
2010-Q1,SHB,212,0.894,1.692,,,-127,288,1.364,2.656,,161,121,121,0.494,0.942,29,46,1,0,161,
2009-Q4,SHB,79,,-0.45,,,0,79,,-0.544,,79,62,62,,-0.003,0,0,0,0,79,
2009-Q3,SHB,143,,-0.094,,,-69,173,,-0.314,,83,62,62,,-0.517,24,6,-1,-21,104,
2009-Q2,SHB,158,,0.413,,,-65,252,,1.067,,172,129,129,,0.598,53,3,37,-15,187,
2009-Q1,SHB,112,,,,,-41,122,,,,81,81,81,,,5,0,5,0,81,
