index,ticker,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
2016-Q2,HDB,1188,0.662,0.163,,,-769,1168,0.274,0.031,,112,90,204,0.664,0.048,-58,27,11,-286,399,
2016-Q1,HDB,1021,0.499,-0.046,,,-700,1133,0.52,-0.297,,290,231,195,0.485,-0.224,75,27,10,-144,433,
2015-Q4,HDB,1070,,0.375,,,-758,1613,,0.843,,403,330,251,,9.273,654,-126,14,-451,855,
2015-Q3,HDB,778,,0.089,,,-600,875,,-0.046,,63,50,24,,-0.801,30,63,4,-212,275,
2015-Q2,HDB,715,,0.049,,,-577,917,,0.23,,172,136,123,,-0.064,-18,218,2,-167,340,
2015-Q1,HDB,681,1.138,,,,-475,745,0.675,,,166,131,131,4.632,,31,34,-1,-104,271,
2014-Q1,HDB,319,1.444,,,,-409,445,0.331,-0.27,,31,23,23,-0.586,-0.702,74,41,11,-5,36,
2013-Q4,HDB,-42,,,,,-427,609,-0.089,1.307,,94,78,78,-0.53,11.545,557,28,66,-88,182,
2013-Q3,HDB,226,0.289,,,,-237,264,0.113,0.126,,8,6,6,-0.558,-0.919,11,15,11,-20,27,
2013-Q2,HDB,-5,,,,,-134,235,-0.189,-0.299,,64,77,77,0.934,0.364,237,10,-7,-37,100,
2013-Q1,HDB,130,-0.622,-0.147,,,-212,335,0.024,-0.5,,75,56,56,-0.469,-0.662,26,7,172,-47,122,
2012-Q4,HDB,153,,-0.129,,,-203,669,,1.818,,217,166,166,,10.797,240,5,271,-249,466,
2012-Q3,HDB,176,-0.51,-0.006,,,-192,237,-0.272,-0.179,,18,14,14,-0.887,-0.645,-5,4,62,-28,45,
2012-Q2,HDB,177,-0.438,-0.488,,,-211,289,-0.142,-0.114,,51,40,40,-0.69,-0.626,97,5,10,-27,78,
2012-Q1,HDB,345,0.728,,,,-190,327,0.219,,,141,106,106,0.021,,-25,3,4,5,136,
2011-Q3,HDB,359,,0.14,,,-146,326,,-0.033,,165,125,125,,-0.027,-27,2,-8,-15,180,
2011-Q2,HDB,314,1.296,0.575,,,-149,337,0.941,0.259,,170,128,128,0.934,0.232,6,13,3,-18,188,
2011-Q1,HDB,200,1.353,,,,-113,268,1.336,,,138,104,104,2.072,,29,39,0,-17,155,
2010-Q2,HDB,137,,0.615,,,-70,174,,0.515,,80,66,66,,0.957,-1,35,3,-25,104,
2010-Q1,HDB,85,,,,,-67,115,,,,52,34,34,,,6,24,0,5,48,
