index,ticker,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
2011-Q2,HPG,4509,0.348,-0.05,-3696,813,-162,652,0.452,-0.243,-237,530,477,458,0.34,-0.13,,,,,,784.0
2011-Q1,HPG,4748,0.885,0.058,-3758,989,-129,860,1.292,0.281,-187,633,553,526,0.893,0.303,,,,,,979.0
2010-Q4,HPG,4487,0.883,0.146,-3675,812,-141,672,0.768,0.319,-143,472,415,404,0.694,0.246,,,,,,783.0
2010-Q3,HPG,3916,0.851,0.17,-3280,636,-126,509,0.095,0.135,-125,361,329,324,-0.095,-0.051,,,,,,754.0
2010-Q2,HPG,3346,0.648,0.329,-2799,547,-99,449,0.06,0.195,-84,397,349,342,-0.114,0.229,,,,,,583.0
2010-Q1,HPG,2518,0.587,0.057,-2055,463,-88,375,-0.057,-0.012,-61,335,283,278,-0.076,0.167,,,,,,436.0
2009-Q4,HPG,2383,0.314,0.126,-1876,507,-127,380,,-0.183,-37,299,234,238,,-0.335,,,,,,
2009-Q3,HPG,2116,0.31,0.042,-1577,539,-74,465,0.8,0.099,-21,417,359,358,0.528,-0.071,,,,,,
2009-Q2,HPG,2030,-0.231,0.279,-1547,483,-60,423,-0.174,0.064,-12,449,388,386,-0.024,0.282,,,,,,
2009-Q1,HPG,1587,-0.306,-0.125,-1140,447,-49,398,-0.217,,-6,359,302,301,-0.332,,,,,,,444.0
2008-Q4,HPG,1813,-0.005,0.123,-2005,-192,-76,-268,,,-16,-245,-232,-233,,,,,,,,
2008-Q3,HPG,1615,0.127,-0.389,-1304,310,-52,258,0.359,-0.496,-16,277,235,234,0.474,-0.407,,,,,,
2008-Q2,HPG,2641,0.983,0.155,-2062,579,-67,513,1.731,0.009,-32,459,396,395,1.581,-0.123,,,,,,597.0
2008-Q1,HPG,2286,1.167,0.255,-1732,554,-45,508,2.738,0.837,-13,521,452,451,3.515,0.874,,,,,,551.0
2007-Q4,HPG,1822,,0.272,-1477,345,-68,277,,0.455,0,284,241,240,,0.512,,,,,,
2007-Q3,HPG,1433,,0.075,-1196,237,-46,190,,0.013,-4,189,159,159,,0.038,,,,,,201.0
2007-Q2,HPG,1332,,0.263,-1101,231,-43,188,,0.381,-9,181,154,153,,0.535,,,,,,473.0
2007-Q1,HPG,1055,,,-882,172,-36,136,,,-20,120,100,100,,,,,,,,166.0
2006-Q4,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
2006-Q3,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
2006-Q2,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
2006-Q1,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
2005-Q4,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
2005-Q3,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
2005-Q2,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
2005-Q1,HPG,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,
